id	headline	text	asset_class
2684	Dolar recua 6,5% e encerra o dia a R$ 5,38 com fluxo estrangeiro	Dolar recua 6,5% e encerra o dia a R$ 5,38 com fluxo estrangeiro. O comportamento do moeda europeia foi acompanhado de perto por exportadores e importadores. O movimento tambem repercutiu no mercado de commodities...	crypto
2685	LOGITRANS TRANSPORTES APROVOU PAGAMENTO DE DIVIDENDOS DE R$ 17 POR ACAO	LogiTrans Transportes aprovou pagamento de dividendos de R$ 17 por acao. O papel da companhia foi destaque no indice de acoes. O movimento tambem repercutiu no mercado de Coronel.	equities
2686	Curva de juros fecha apos sinalizacao de corte pelo banco central	Curva de juros fecha apos sinalizacao de corte pelo banco central. O movimento afeta diretamente aplicacoes em taxa basica de juros. A noticia repercutiu entre gestores de fundos e mesas de operacao...	fixed_income
2687	BELACOSMETICOS TEVE O RATING REBAIXADO POR CASA DE ANALISE APOS RESULTADO ABAIXO DO CONSENSO	BelaCosmeticos teve o rating rebaixado por casa de analise apos resultado abaixo do consenso. O papel da companhia foi destaque no indice de acoes.	equities
2688	Banco Aurora confirmou plano de expansao com investimento de R$ 9 bilhoes	Banco Aurora confirmou plano de expansao com investimento de R$ 9 bilhoes. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as bolsa da empresa. A noticia repercutiu entre gestores de fundos e mesas de operacao.O impacto se estendeu a ativos ligados a moeda estrangeira.	equities
2689	Cervejaria Tropical confirmou plano de expansao com investimento de R$ 1 bilhoes	Cervejaria Tropical confirmou plano de expansao com investimento de R$ 1 bilhoes. O papel da companhia foi destaque no pregao. Especialistas divergem sobre os impactos de medio prazo.	equities
2690	Curva de juros fecha apos sinalizacao de corte pelo banco central	Curva de juros fecha apos sinalizacao de corte pelo banco central. O movimento afeta diretamente aplicacoes em letra de credito. Gestores avaliam o impacto sobre a renda fixa. O fato relevante foi divulgado apos o fechamento do mercado.	fixed_income
2691	Banco Nacional Unido surpreendeu o mercado com margem EBITDA acima das projecoes	Banco Nacional Unido surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as bolsa da empresa. O mercado reagiu de forma cautelosa ao longo do pregao.	equities
2692	Juro futuro recua apos dados de inflacao abaixo do esperado	Juro futuro recua apos dados de inflacao abaixo do esperado. O movimento afeta diretamente aplicacoes em rendimento. Gestores avaliam o impacto sobre a renda fixa. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.O movimento tambem repercutiu no mercado de safra.	fixed_income
2693	Moeda britanica oscila com decisao de politica monetaria no exterior	Moeda britanica oscila com decisao de politica monetaria no exterior. O comportamento do fluxo cambial foi acompanhado de perto por exportadores e importadores. O anuncio veio em linha com as expectativas de parte do mercado.	fx
2694	TESOURO NACIONAL REALIZA LEILAO DE TITULOS PREFIXADOS E INDEXADOS NESTA QUINTA	Tesouro nacional realiza leilao de titulos prefixados e indexados nesta quinta. O movimento afeta diretamente aplicacoes em certificado de deposito bancario. Gestores avaliam o impacto sobre a divida publica. A noticia repercutiu entre gestores de fundos e mesas de operacao.	fixed_income
2695	Aco Forte anunciou fusao com concorrente avaliada em R$ 4 bilhoes	Aco Forte anunciou fusao com concorrente avaliada em R$ 4 bilhoes. O papel da companhia foi destaque no indice de acoes. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.O movimento tambem repercutiu no mercado de Etervium.	crypto
2696	Minerio de ferro avanca 10% em porto asiatico com demanda aquecida	Minerio de ferro avanca 10% em porto asiatico com demanda aquecida. O preco da commodity influencia diretamente o setor de agronegocio. Traders acompanham a evolucao de cobre no mercado internacional. O anuncio veio em linha com as expectativas de parte do mercado.Investidores relacionaram o fato ao comportamento de letra de credito.	commodities
2697	Tesouro do pais passa a remunerar 7,7% ao ano em titulo prefixado	Tesouro do pais passa a remunerar 7,7% ao ano em titulo prefixado.  O movimento afeta diretamente aplicacoes em tesouro do pais.  Gestores avaliam o impacto sobre a renda fixa.  Investidores acompanham os desdobramentos com atencao.O impacto se estendeu a ativos ligados a cambio.	fixed_income
2698	Juro futuro recua apos dados de inflacao abaixo do esperado	Juro futuro recua apos dados de inflacao abaixo do esperado. O movimento afeta diretamente aplicacoes em certificado de deposito bancario. Gestores avaliam o impacto sobre a renda fixa.	fixed_income
2699	Certificado de deposito bancario oferece 9% do indice interbancario para captar liquidez..	CERTIFICADO DE DEPOSITO BANCARIO OFERECE 9% DO INDICE INTERBANCARIO PARA CAPTAR LIQUIDEZ. O MOVIMENTO AFETA DIRETAMENTE APLICACOES EM TAXA BASICA DE JUROS. O MERCADO REAGIU DE FORMA CAUTELOSA AO LONGO DO PREGAO.	fixed_income
2700	Fundo de renda fixa capta R$ 11,5 bilhoes em meio a juros altos	Fundo de renda fixa capta R$ 11,5 bilhoes em meio a juros altos. O movimento afeta diretamente aplicacoes em letra de credito. Gestores avaliam o impacto sobre a curva de juros. A noticia repercutiu entre gestores de fundos e mesas de operacao.O movimento tambem repercutiu no mercado de Etervium.	fixed_income
2701	PagRapido surpreendeu o mercado com margem EBITDA acima das projecoes	PagRapido surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no indice de acoes. Especialistas divergem sobre os impactos de medio prazo.Investidores relacionaram o fato ao comportamento de juro futuro.	equities
2702	Moeda local lidera perdas entre emergentes na sessao	Moeda local lidera perdas entre emergentes na sessao. O comportamento do swap cambial foi acompanhado de perto por exportadores e importadores. O fato relevante foi divulgado apos o fechamento do mercado.Investidores relacionaram o fato ao comportamento de safra.	fixed_income
2703	AeroBras recebeu recomendacao de compra de analistas com preco-alvo elevado	AeroBras recebeu recomendacao de compra de analistas com preco-alvo elevado. O papel da companhia foi destaque no pregao. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.O impacto se estendeu a ativos ligados a certificado de deposito bancario.	equities
2704	Tesouro nacional realiza leilao de titulos prefixados e indexados nesta quinta	Tesouro nacional realiza leilao de titulos prefixados e indexados nesta quinta.  O movimento afeta diretamente aplicacoes em credito privado.  O mercado reagiu de forma cautelosa ao longo do pregao.	commodities
2705	Cartel de produtores anuncia corte de producao e pressiona precos do petroleo	Cartel de produtores anuncia corte de producao e pressiona precos do petroleo. O preco da commodity influencia diretamente o setor de siderurgia. O mercado reagiu de forma cautelosa ao longo do pregao.	commodities
2706	Moeda britanica oscila com decisao de politica monetaria no exterior	Moeda britanica oscila com decisao de politica monetaria no exterior. O comportamento do moeda europeia foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. Investidores acompanham os desdobramentos com atencao.	fx
2707	SAUDEPLUS APROVOU PAGAMENTO DE DIVIDENDOS DE R$ 38 POR ACAO	SaudePlus aprovou pagamento de dividendos de R$ 38 por acao. O papel da companhia foi destaque no pregao. A noticia repercutiu entre gestores de fundos e mesas de operacao.	equities
2708	Juro futuro recua apos dados de inflacao abaixo do esperado	Juro futuro recua apos dados de inflacao abaixo do esperado. O movimento afeta diretamente aplicacoes em tesouro do pais. A volatilidade permaneceu elevada durante toda a sessao...	fixed_income
2709	Juro futuro recua apos dados de inflacao abaixo do esperado	Juro futuro recua apos dados de inflacao abaixo do esperado. O movimento afeta diretamente aplicacoes em titulos publicos. Gestores avaliam o impacto sobre a curva de juros. O mercado reagiu de forma cautelosa ao longo do pregao.	fx
2710	PETROLEO TIPO DELTA SOBE 9% COM TENSAO GEOPOLITICA EM REGIAO PRODUTORA	Petroleo tipo Delta sobe 9% com tensao geopolitica em regiao produtora. O preco da commodity influencia diretamente o setor de mineracao.	commodities
2711	Moeda comum europeia avanca frente ao dolar no mercado internacional	Moeda comum europeia avanca frente ao dolar no mercado internacional. O comportamento do mercado de cambio foi acompanhado de perto por exportadores e importadores. O impacto se estendeu a ativos ligados a milho.	fx
2712	Tesouro do pais passa a remunerar 8% ao ano em titulo prefixado	Tesouro do pais passa a remunerar 8% ao ano em titulo prefixado. O movimento afeta diretamente aplicacoes em letra de credito. Gestores avaliam o impacto sobre a curva de juros. O mercado reagiu de forma cautelosa ao longo do pregao.	fixed_income
2713	Ferrovale recebeu recomendacao de compra de analistas com preco-alvo elevado	FERROVALE RECEBEU RECOMENDACAO DE COMPRA DE ANALISTAS COM PRECO-ALVO ELEVADO. O PAPEL DA COMPANHIA FOI DESTAQUE NO PREGAO. ANALISTAS REFORCAM A RECOMENDACAO SOBRE AS SMALL CAPS DA EMPRESA. INVESTIDORES RELACIONARAM O FATO AO COMPORTAMENTO DE SWAP CAMBIAL.	equities
2714	Petroleo tipo Delta sobe 6% com tensao geopolitica em regiao produtora	Petroleo tipo Delta sobe 6% com tensao geopolitica em regiao produtora.  O preco da commodity influencia diretamente o setor de siderurgia.  Traders acompanham a evolucao de soja no mercado internacional.  Investidores acompanham os desdobramentos com atencao.	commodities
2715	Moeda local se valoriza frente ao dolar apos comunicado do banco central	Moeda local se valoriza frente ao dolar apos comunicado do banco central. O comportamento do moeda vizinha foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. O mercado reagiu de forma cautelosa ao longo do pregao.	fx
2716	Dolar recua 9,7% e encerra o dia a R$ 4,81 com fluxo estrangeiro	Dolar recua 9,7% e encerra o dia a R$ 4,81 com fluxo estrangeiro. O comportamento do dolar foi acompanhado de perto por exportadores e importadores. O fato relevante foi divulgado apos o fechamento do mercado.Investidores relacionaram o fato ao comportamento de resultado trimestral.	fx
2717	Token Solaris registra alta de 6% com aumento de volume na rede	Token Solaris registra alta de 6% com aumento de volume na rede.  O mercado de corte de emissao segue volatil e atrai investidores de varios perfis.  Reguladores ao redor do mundo discutem novas regras para o setor.  A noticia repercutiu entre gestores de fundos e mesas de operacao.	crypto
2718	TelecomOnda divulgou lucro liquido de R$ 27 bilhoes no trimestre	TelecomOnda divulgou lucro liquido de R$ 27 bilhoes no trimestre. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as resultado trimestral da empresa. Especialistas divergem sobre os impactos de medio prazo.	equities
2719	Investidores institucionais ampliam exposicao a criptoativos	Investidores institucionais ampliam exposicao a criptoativos. O mercado de colecionavel digital segue volatil e atrai investidores de varios perfis. O fato relevante foi divulgado apos o fechamento do mercado.	crypto
2720	Bolsa Central anunciou fusao com concorrente avaliada em R$ 26,9 bilhoes	Bolsa Central anunciou fusao com concorrente avaliada em R$ 26,9 bilhoes. O papel da companhia foi destaque no pregao. A noticia repercutiu entre gestores de fundos e mesas de operacao.	equities
2721	Comite de politica monetaria mantem a taxa basica de juros em 9,9% ao ano	Comite de politica monetaria mantem a taxa basica de juros em 9,9% ao ano. O movimento afeta diretamente aplicacoes em credito privado.	fixed_income
2722	Stablecoin perde paridade com o dolar e assusta investidores	Stablecoin perde paridade com o dolar e assusta investidores. O mercado de financas descentralizadas segue volatil e atrai investidores de varios perfis. O mercado reagiu de forma cautelosa ao longo do pregao.	crypto
2723	Dolar fecha em alta de 3% cotado a R$ 4,04	Dolar fecha em alta de 3% cotado a R$ 4,04. O comportamento do fluxo cambial foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. O anuncio veio em linha com as expectativas de parte do mercado.	fx
2724	Gas natural sobe com onda de frio no hemisferio norte	Gas natural sobe com onda de frio no hemisferio norte. O preco da commodity influencia diretamente o setor de mineracao. A noticia repercutiu entre gestores de fundos e mesas de operacao.O impacto se estendeu a ativos ligados a stablecoin.	commodities
2725	Cobre sobe com expectativa de demanda por transicao energetica	Cobre sobe com expectativa de demanda por transicao energetica. O preco da commodity influencia diretamente o setor de energia. Especialistas divergem sobre os impactos de medio prazo...	commodities
2726	Ouro atinge recorde historico como ativo de protecao	Ouro atinge recorde historico como ativo de protecao. O preco da commodity influencia diretamente o setor de agronegocio. A volatilidade permaneceu elevada durante toda a sessao.O movimento tambem repercutiu no mercado de carteira digital.	commodities
2727	Cervejaria Tropical surpreendeu o mercado com margem EBITDA acima das projecoes	Cervejaria Tropical surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as balanco da empresa. Especialistas divergem sobre os impactos de medio prazo.O movimento tambem repercutiu no mercado de divisas.	commodities
2728	Construtora Horizonte teve receita liquida de R$ 25,6 bilhoes, acima do esperado pelo mercado	Construtora Horizonte teve receita liquida de R$ 25,6 bilhoes, acima do esperado pelo mercado. O papel da companhia foi destaque no mercado de acoes...	equities
2729	Comite de politica monetaria eleva a taxa basica de juros para 5% ao ano	Comite de politica monetaria eleva a taxa basica de juros para 5% ao ano. O movimento afeta diretamente aplicacoes em credito privado. Gestores avaliam o impacto sobre a renda fixa. Especialistas divergem sobre os impactos de medio prazo.	fixed_income
2730	Agro Semear confirmou plano de expansao com investimento de R$ 8,3 bilhoes	Agro Semear confirmou plano de expansao com investimento de R$ 8,3 bilhoes. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as blue chips da empresa. Investidores acompanham os desdobramentos com atencao.Investidores relacionaram o fato ao comportamento de moeda vizinha.	equities
2731	Tesouro do pais passa a remunerar 2% ao ano em titulo prefixado	Tesouro do pais passa a remunerar 2% ao ano em titulo prefixado. O movimento afeta diretamente aplicacoes em prazo medio. Gestores avaliam o impacto sobre a divida publica.	fixed_income
2732	Fundo de renda fixa capta R$ 1 bilhoes em meio a juros altos..	Fundo de renda fixa capta R$ 1 bilhoes em meio a juros altos. O movimento afeta diretamente aplicacoes em juro futuro. Gestores avaliam o impacto sobre a curva de juros. A noticia repercutiu entre gestores de fundos e mesas de operacao.O movimento tambem repercutiu no mercado de stablecoin.	fixed_income
2733	TecnoMotores divulgou lucro liquido de R$ 2 bilhoes no trimestre	TECNOMOTORES DIVULGOU LUCRO LIQUIDO DE R$ 2 BILHOES NO TRIMESTRE. O PAPEL DA COMPANHIA FOI DESTAQUE NO INDICE DE ACOES.	equities
2734	Dolar comercial abre em queda com exterior favoravel	Dolar comercial abre em queda com exterior favoravel. O comportamento do moeda vizinha foi acompanhado de perto por exportadores e importadores. A volatilidade permaneceu elevada durante toda a sessao.	fx
2735	Agro Semear anunciou fusao com concorrente avaliada em R$ 28 bilhoes	Agro Semear anunciou fusao com concorrente avaliada em R$ 28 bilhoes. O papel da companhia foi destaque no pregao.	equities
2736	Celulose Verde teve o rating rebaixado por casa de analise apos resultado abaixo do consenso	Celulose Verde teve o rating rebaixado por casa de analise apos resultado abaixo do consenso. O papel da companhia foi destaque no pregao. O fato relevante foi divulgado apos o fechamento do mercado.O impacto se estendeu a ativos ligados a token.	equities
2737	Construtora Horizonte viu suas acoes subirem 12% apos balanco trimestral	Construtora Horizonte viu suas acoes subirem 12% apos balanco trimestral. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as acoes preferenciais da empresa. A noticia repercutiu entre gestores de fundos e mesas de operacao.Investidores relacionaram o fato ao comportamento de moeda britanica.	equities
2738	Preco da soja sobe na bolsa de graos com quebra de safra	PRECO DA SOJA SOBE NA BOLSA DE GRAOS COM QUEBRA DE SAFRA. O PRECO DA COMMODITY INFLUENCIA DIRETAMENTE O SETOR DE SIDERURGIA. TRADERS ACOMPANHAM A EVOLUCAO DE MILHO NO MERCADO INTERNACIONAL. INVESTIDORES RELACIONARAM O FATO AO COMPORTAMENTO DE DEBENTURES.	commodities
2739	Rede Hospitalar Vida teve receita liquida de R$ 23,9 bilhoes, acima do esperado pelo mercado	Rede Hospitalar Vida teve receita liquida de R$ 23,9 bilhoes, acima do esperado pelo mercado. O papel da companhia foi destaque no mercado de acoes.	equities
2740	Acucar recua na bolsa de acucar com melhora na oferta global	Acucar recua na bolsa de acucar com melhora na oferta global. O preco da commodity influencia diretamente o setor de energia. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	commodities
2741	SaudePlus viu suas acoes subirem 5,1% apos balanco trimestral	SaudePlus viu suas acoes subirem 5,1% apos balanco trimestral. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as acionistas da empresa.	equities
2742	Tesouro nacional realiza leilao de titulos prefixados e indexados nesta quinta	Tesouro nacional realiza leilao de titulos prefixados e indexados nesta quinta. O movimento afeta diretamente aplicacoes em debentures. Gestores avaliam o impacto sobre a curva de juros. O mercado reagiu de forma cautelosa ao longo do pregao.O movimento tambem repercutiu no mercado de papeis.	fixed_income
2743	Titulo indexado a inflacao passa a pagar o indice de precos mais 1% ao ano	Titulo indexado a inflacao passa a pagar o indice de precos mais 1% ao ano. O movimento afeta diretamente aplicacoes em letra de credito. Investidores acompanham os desdobramentos com atencao.	fixed_income
2744	Banco Nacional Unido reportou queda de 2% no lucro do ultimo trimestre	Banco Nacional Unido reportou queda de 2% no lucro do ultimo trimestre. O papel da companhia foi destaque no mercado de acoes. A noticia repercutiu entre gestores de fundos e mesas de operacao.	equities
2745	Rede Hospitalar Vida registrou queda de 7,0% nas acoes na bolsa apos guidance fraco	REDE HOSPITALAR VIDA REGISTROU QUEDA DE 7,0% NAS ACOES NA BOLSA APOS GUIDANCE FRACO. O PAPEL DA COMPANHIA FOI DESTAQUE NO MERCADO DE ACOES. ANALISTAS REFORCAM A RECOMENDACAO SOBRE AS ACOES DA EMPRESA. O ANUNCIO VEIO EM LINHA COM AS EXPECTATIVAS DE PARTE DO MERCADO.INVESTIDORES RELACIONARAM O FATO AO COMPORTAMENTO DE ACUCAR.	equities
2746	Governo emite titulos publicos de longo prazo para rolar a divida..	Governo emite titulos publicos de longo prazo para rolar a divida. O movimento afeta diretamente aplicacoes em titulo prefixado. Investidores acompanham os desdobramentos com atencao.	fixed_income
2747	Atacado Popular confirmou plano de expansao com investimento de R$ 15,5 bilhoes	Atacado Popular confirmou plano de expansao com investimento de R$ 15,5 bilhoes. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as small caps da empresa. O fato relevante foi divulgado apos o fechamento do mercado...	equities
2748	Governo emite titulos publicos de longo prazo para rolar a divida	Governo emite titulos publicos de longo prazo para rolar a divida. O movimento afeta diretamente aplicacoes em debentures. Especialistas divergem sobre os impactos de medio prazo.O movimento tambem repercutiu no mercado de oferta inicial de acoes.	fixed_income
2749	Construtora Horizonte confirmou plano de expansao com investimento de R$ 35 bilhoes..	Construtora Horizonte confirmou plano de expansao com investimento de R$ 35 bilhoes. O papel da companhia foi destaque no mercado de acoes.	equities
2750	SaudePlus anunciou recompra de acoes no valor de R$ 5,0 bilhoes	SAUDEPLUS ANUNCIOU RECOMPRA DE ACOES NO VALOR DE R$ 5,0 BILHOES. O PAPEL DA COMPANHIA FOI DESTAQUE NO PREGAO. O MERCADO REAGIU DE FORMA CAUTELOSA AO LONGO DO PREGAO.	equities
2751	BANCO NACIONAL UNIDO SURPREENDEU O MERCADO COM MARGEM EBITDA ACIMA DAS PROJECOES	Banco Nacional Unido surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as acoes preferenciais da empresa. O mercado reagiu de forma cautelosa ao longo do pregao.O impacto se estendeu a ativos ligados a criptoativos.	equities
2752	CONSTRUTORA HORIZONTE RECEBEU RECOMENDACAO DE COMPRA DE ANALISTAS COM PRECO-ALVO ELEVADO	Construtora Horizonte recebeu recomendacao de compra de analistas com preco-alvo elevado. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as acoes ordinarias da empresa. O fato relevante foi divulgado apos o fechamento do mercado.Investidores relacionaram o fato ao comportamento de mercado de cambio.	fx
2753	SoftBrasil Sistemas anunciou recompra de acoes no valor de R$ 1 bilhoes	SoftBrasil Sistemas anunciou recompra de acoes no valor de R$ 1 bilhoes. O papel da companhia foi destaque no mercado de acoes. Investidores acompanham os desdobramentos com atencao.	equities
2754	Criptomoeda Coronel sobe 7% e volta a superar US$ 42 mil	Criptomoeda Coronel sobe 7% e volta a superar US$ 42 mil. O mercado de corte de emissao segue volatil e atrai investidores de varios perfis. O fato relevante foi divulgado apos o fechamento do mercado.	crypto
2755	PagRapido confirmou plano de expansao com investimento de R$ 13,1 bilhoes	PagRapido confirmou plano de expansao com investimento de R$ 13,1 bilhoes. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as balanco da empresa.	equities
2756	ORGAO REGULADOR PROCESSA EXCHANGE DE CRIPTOATIVOS POR VENDA IRREGULAR	ORGAO REGULADOR PROCESSA EXCHANGE DE CRIPTOATIVOS POR VENDA IRREGULAR.  O MERCADO DE ETERVIUM SEGUE VOLATIL E ATRAI INVESTIDORES DE VARIOS PERFIS.  REGULADORES AO REDOR DO MUNDO DISCUTEM NOVAS REGRAS PARA O SETOR.  O MERCADO REAGIU DE FORMA CAUTELOSA AO LONGO DO PREGAO.	fixed_income
2757	Atacado Popular surpreendeu o mercado com margem EBITDA acima das projecoes..	Atacado Popular surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as dividendos da empresa. O fato relevante foi divulgado apos o fechamento do mercado.	equities
2758	ImobiliariaVicta teve receita liquida de R$ 28,1 bilhoes, acima do esperado pelo mercado	ImobiliariaVicta teve receita liquida de R$ 28,1 bilhoes, acima do esperado pelo mercado.  O papel da companhia foi destaque no pregao.  Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	fx
2759	Curva de juros fecha apos sinalizacao de corte pelo banco central	Curva de juros fecha apos sinalizacao de corte pelo banco central. O movimento afeta diretamente aplicacoes em certificado de deposito bancario. A volatilidade permaneceu elevada durante toda a sessao.	fx
2760	COMITE DE POLITICA MONETARIA MANTEM A TAXA BASICA DE JUROS EM 1% AO ANO	Comite de politica monetaria mantem a taxa basica de juros em 1% ao ano. O movimento afeta diretamente aplicacoes em juro futuro. O mercado reagiu de forma cautelosa ao longo do pregao.O impacto se estendeu a ativos ligados a cotacao.	fixed_income
2761	Certificado de deposito bancario oferece 9% do indice interbancario para captar liquidez	Certificado de deposito bancario oferece 9% do indice interbancario para captar liquidez. O movimento afeta diretamente aplicacoes em certificado de deposito bancario. O impacto se estendeu a ativos ligados a acoes ordinarias.	fixed_income
2762	Vestir Modas confirmou plano de expansao com investimento de R$ 11,5 bilhoes	Vestir Modas confirmou plano de expansao com investimento de R$ 11,5 bilhoes. O papel da companhia foi destaque no pregao. A volatilidade permaneceu elevada durante toda a sessao.	equities
2763	Energia Total anunciou recompra de acoes no valor de R$ 36 bilhoes	Energia Total anunciou recompra de acoes no valor de R$ 36 bilhoes. O papel da companhia foi destaque no mercado de acoes. O fato relevante foi divulgado apos o fechamento do mercado.	crypto
2764	Cobre sobe com expectativa de demanda por transicao energetica	Cobre sobe com expectativa de demanda por transicao energetica. O preco da commodity influencia diretamente o setor de agronegocio. O fato relevante foi divulgado apos o fechamento do mercado.O impacto se estendeu a ativos ligados a financas descentralizadas.	commodities
2765	Governo emite titulos publicos de longo prazo para rolar a divida	Governo emite titulos publicos de longo prazo para rolar a divida.  O movimento afeta diretamente aplicacoes em curva de juros.  Gestores avaliam o impacto sobre a divida publica.	fixed_income
2766	Dolar recua 3,5% e encerra o dia a R$ 4,16 com fluxo estrangeiro..	Dolar recua 3,5% e encerra o dia a R$ 4,16 com fluxo estrangeiro. O comportamento do cambio foi acompanhado de perto por exportadores e importadores. Especialistas divergem sobre os impactos de medio prazo.O movimento tambem repercutiu no mercado de letra de credito.	fx
2767	Bolsa Central reportou queda de 6,5% no lucro do ultimo trimestre	Bolsa Central reportou queda de 6,5% no lucro do ultimo trimestre. O papel da companhia foi destaque no indice de acoes. Especialistas divergem sobre os impactos de medio prazo.	equities
2768	LogiTrans Transportes aprovou pagamento de dividendos de R$ 17,1 por acao	LogiTrans Transportes aprovou pagamento de dividendos de R$ 17,1 por acao. O papel da companhia foi destaque no mercado de acoes. A noticia repercutiu entre gestores de fundos e mesas de operacao.	commodities
2769	Petrolux anunciou recompra de acoes no valor de R$ 20 bilhoes	Petrolux anunciou recompra de acoes no valor de R$ 20 bilhoes. O papel da companhia foi destaque no pregao. A noticia repercutiu entre gestores de fundos e mesas de operacao.O impacto se estendeu a ativos ligados a ouro.	crypto
2770	Educacao Saber confirmou plano de expansao com investimento de R$ 22 bilhoes	Educacao Saber confirmou plano de expansao com investimento de R$ 22 bilhoes. O papel da companhia foi destaque no mercado de acoes. A volatilidade permaneceu elevada durante toda a sessao.O movimento tambem repercutiu no mercado de moeda local.	fixed_income
2771	Acucar recua na bolsa de acucar com melhora na oferta global	ACUCAR RECUA NA BOLSA DE ACUCAR COM MELHORA NA OFERTA GLOBAL. O PRECO DA COMMODITY INFLUENCIA DIRETAMENTE O SETOR DE SIDERURGIA. A VOLATILIDADE PERMANECEU ELEVADA DURANTE TODA A SESSAO.	commodities
2772	Petrolux teve o rating rebaixado por casa de analise apos resultado abaixo do consenso	Petrolux teve o rating rebaixado por casa de analise apos resultado abaixo do consenso. O papel da companhia foi destaque no mercado de acoes. O anuncio veio em linha com as expectativas de parte do mercado.	equities
2773	Ferrovale teve o rating rebaixado por casa de analise apos resultado abaixo do consenso	Ferrovale teve o rating rebaixado por casa de analise apos resultado abaixo do consenso. O papel da companhia foi destaque no indice de acoes. A noticia repercutiu entre gestores de fundos e mesas de operacao.Investidores relacionaram o fato ao comportamento de juro futuro.	equities
2774	LogiTrans Transportes recebeu recomendacao de compra de analistas com preco-alvo elevado	LogiTrans Transportes recebeu recomendacao de compra de analistas com preco-alvo elevado. O papel da companhia foi destaque no pregao. Investidores acompanham os desdobramentos com atencao.	equities
2775	Tesouro nacional realiza leilao de titulos prefixados e indexados nesta quinta	Tesouro nacional realiza leilao de titulos prefixados e indexados nesta quinta. O movimento afeta diretamente aplicacoes em indice interbancario. Gestores avaliam o impacto sobre a curva de juros. O fato relevante foi divulgado apos o fechamento do mercado.	fixed_income
2776	Empresa capta R$ 7,8 bilhoes em emissao de debentures incentivadas	Empresa capta R$ 7,8 bilhoes em emissao de debentures incentivadas. O movimento afeta diretamente aplicacoes em juro futuro. Gestores avaliam o impacto sobre a curva de juros. Especialistas divergem sobre os impactos de medio prazo.Investidores relacionaram o fato ao comportamento de cotacao.	fixed_income
2777	Rede Hospitalar Vida surpreendeu o mercado com margem EBITDA acima das projecoes	Rede Hospitalar Vida surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as acoes ordinarias da empresa...	equities
2778	Vestir Modas aprovou pagamento de dividendos de R$ 12 por acao	Vestir Modas aprovou pagamento de dividendos de R$ 12 por acao.  O papel da companhia foi destaque no mercado de acoes.  Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	equities
2779	Energia Total viu suas acoes subirem 9,2% apos balanco trimestral	Energia Total viu suas acoes subirem 9,2% apos balanco trimestral. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as small caps da empresa. A noticia repercutiu entre gestores de fundos e mesas de operacao.	equities
2780	Dolar comercial abre em queda com exterior favoravel	Dolar comercial abre em queda com exterior favoravel. O comportamento do moeda asiatica foi acompanhado de perto por exportadores e importadores. A noticia repercutiu entre gestores de fundos e mesas de operacao...	equities
2781	Educacao Saber surpreendeu o mercado com margem EBITDA acima das projecoes	Educacao Saber surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as acoes da empresa. Especialistas divergem sobre os impactos de medio prazo.O movimento tambem repercutiu no mercado de cafe.	equities
2782	Titulo indexado a inflacao passa a pagar o indice de precos mais 9,4% ao ano	Titulo indexado a inflacao passa a pagar o indice de precos mais 9,4% ao ano. O movimento afeta diretamente aplicacoes em curva de juros. A volatilidade permaneceu elevada durante toda a sessao.	fixed_income
